"Sex" "Age" "startAge" "digRe" "Dtot" "PYtot" "mx"
"1" 73 51 6 348 12287.65975 0.0283210967002891
"1" 73 51 7 1465 51928.25114 0.0282120034439504
"1" 73 51 90 69 2779.03352 0.0248287757248786
"1" 73 51 91 135 5691.47915 0.0237196687261869
"1" 73 51 99 220 6758.83163 0.0325500045042548
"1" 73 56 0 831 34681.00073 0.0239612462878317
"1" 73 56 1 138 6179.10811 0.0223333202046857
"1" 73 56 2 142 5948.66394 0.0238709063803661
"1" 73 56 3 309 12328.70779 0.0250634539534333
"1" 73 56 4 283 11192.79539 0.0252841216281717
"1" 73 56 6 374 11608.89397 0.0322166780889291
"1" 73 56 7 1485 46066.7974 0.0322357985319813
"1" 73 56 90 63 2361.28542 0.0266803832634515
"1" 73 56 91 193 5625.83092 0.0343060434528665
"1" 73 56 99 242 6031.2382 0.0401244308341196
"1" 73 61 0 763 30923.31629 0.0246739383591513
"1" 73 61 1 144 5979.01981 0.0240842152352728
"1" 73 61 2 192 6175.92467 0.0310884620942114
"1" 73 61 3 303 11388.80917 0.0266050642764436
"1" 73 61 4 351 12636.93087 0.0277757315926505
"1" 73 61 6 394 11231.79331 0.0350789930980309
"1" 73 61 7 1482 42797.14041 0.0346284818518789
"1" 73 61 90 62 2253.87815 0.0275081419108659
"1" 73 61 91 222 5814.42509 0.0381809029377314
"1" 73 61 99 292 7827.84189 0.0373027462873295
"1" 74 51 0 992 42788.78233 0.0231836464134314
"1" 74 51 1 160 7353.37443 0.0217587179223784
"1" 74 51 2 153 5760.68439 0.0265593442795779
"1" 74 51 3 368 14180.89736 0.0259504029017244
"1" 74 51 4 244 9638.09719 0.0253162004065659
"1" 74 51 6 389 11913.21015 0.032652827835829
"1" 74 51 7 1568 50426.63113 0.0310946808236642
"1" 74 51 90 75 2706.94591 0.0277065011616726
"1" 74 51 91 178 5536.1533 0.0321522888464812
"1" 74 51 99 242 6533.48052 0.0370399818686534
"1" 74 56 0 840 33823.07531 0.0248351160354614
"1" 74 56 1 146 6036.00894 0.024188168283263
"1" 74 56 2 172 5789.66186 0.0297081253031934
"1" 74 56 3 339 12016.82269 0.0282104520259007
"1" 74 56 4 299 10898.809 0.0274341902862964
"1" 74 56 6 430 11215.38815 0.0383401799606909
"1" 74 56 7 1559 44546.82751 0.0349968805219638
"1" 74 56 90 66 2290.32647 0.0288168524725648
"1" 74 56 91 193 5437.79125 0.0354923517889731
"1" 74 56 99 220 5802.24563 0.0379163541202926
"1" 74 61 0 874 30109.56461 0.0290273210961585
"1" 74 61 1 149 5825.44626 0.0255774396243422
"1" 74 61 2 207 5993.38325 0.0345380883159775
"1" 74 61 3 352 11068.68505 0.0318014288427152
"1" 74 61 4 408 12251.18345 0.0333029051164849
"1" 74 61 6 397 10828.63862 0.0366620416408356
"1" 74 61 7 1485 41324.66874 0.0359349523003581
"1" 74 61 90 77 2190.4661 0.0351523358430427
"1" 74 61 91 205 5605.63311 0.0365703562786327
"1" 74 61 99 355 7501.26777 0.0473253336482348
"1" 75 51 0 1018 41806.79447 0.0243501089453415
"1" 75 51 1 169 7185.26762 0.0235203487104075
"1" 75 51 2 189 5582.97472 0.0338529206164845
"1" 75 51 3 365 13804.09241 0.0264414341167106
"1" 75 51 4 265 9392.24919 0.0282147539571403
"1" 75 51 6 400 11516.86931 0.0347316609430206
"1" 75 51 7 1713 48813.71396 0.0350925971624225
"1" 75 51 90 86 2630.87336 0.0326887646161729
"1" 75 51 91 207 5340.43255 0.03876090523791
"1" 75 51 99 240 6286.41131 0.0381775846607784
"1" 75 56 0 919 32943.14105 0.0278965505628371
"1" 75 56 1 149 5887.95962 0.0253058800698772
"1" 75 56 2 181 5607.5373 0.032277984133962
"1" 75 56 3 369 11647.11294 0.0316816709772542
"1" 75 56 4 333 10598.44076 0.0314197161205815
"1" 75 56 6 428 10792.00416 0.0396589913842287
"1" 75 56 7 1667 42923.3983 0.0388366267821809
"1" 75 56 90 62 2229.77069 0.0278055498164253
"1" 75 56 91 209 5229.2341 0.0399676120830008
"1" 75 56 99 224 5572.80566 0.0401951931695389
"1" 75 61 0 852 29245.321 0.0291328653906722
"1" 75 61 1 156 5677.36001 0.0274775599442742
"1" 75 61 2 210 5767.53391 0.0364107092003209
"1" 75 61 3 369 10705.83779 0.034467176435708
"1" 75 61 4 384 11866.05274 0.0323612247824882
"1" 75 61 6 417 10415.17514 0.0400377328652392
"1" 75 61 7 1623 39754.84125 0.0408252164759934
"1" 75 61 90 77 2106.8371 0.0365476761349988
"1" 75 61 91 237 5380.91166 0.0440445810998503
"1" 75 61 99 345 7140.11641 0.0483185399494068
"1" 76 51 0 1084 40752.75369 0.0265994295317029
"1" 76 51 1 192 7001.54619 0.0274225142261041
"1" 76 51 2 183 5392.02603 0.0339390052981625
"1" 76 51 3 396 13437.19234 0.029470442186139
"1" 76 51 4 295 9108.17519 0.03238848549201
"1" 76 51 6 426 11097.8179 0.038385924497824
"1" 76 51 7 1727 47058.47786 0.0366990195717308
"1" 76 51 90 89 2536.26756 0.0350909349642906
"1" 76 51 91 210 5134.79195 0.0408974700523163
"1" 76 51 99 237 6040.47224 0.0392353429638475
"1" 76 56 0 970 32014.9706 0.0302983254965101
"1" 76 56 1 159 5736.90968 0.027715269869823
"1" 76 56 2 179 5439.8056 0.0329055876555589
"1" 76 56 3 409 11259.84802 0.0363237584800012
"1" 76 56 4 347 10241.75083 0.0338809258065108
"1" 76 56 6 395 10376.41825 0.0380670854319119
"1" 76 56 7 1685 41256.52387 0.0408420255014568
"1" 76 56 90 79 2169.40042 0.0364155917329453
"1" 76 56 91 220 5022.70091 0.0438011348758571
"1" 76 56 99 275 5330.59685 0.0515889698167664
"1" 76 61 0 1012 28305.70975 0.0357525039625618
"1" 76 61 1 195 5502.09999 0.035441013495649
"1" 76 61 2 204 5568.44693 0.0366349904317037
"1" 76 61 3 379 10325.44359 0.0367054448263176
"1" 76 61 4 417 11460.07536 0.0363871952758258
"1" 76 61 6 444 9981.05533 0.0444842739890913
"1" 76 61 7 1743 38082.30579 0.0457692874378865
"1" 76 61 90 71 2034.53047 0.0348974866913642
"1" 76 61 91 236 5142.93433 0.0458882001707379
"1" 76 61 99 339 6802.46823 0.0498348523709312
"1" 77 51 0 1185 39633.58723 0.0298988833163967
"1" 77 51 1 197 6814.55512 0.0289087103311889
"1" 77 51 2 154 5223.50314 0.0294821302624889
"1" 77 51 3 418 13017.4141 0.0321108322120597
"1" 77 51 4 327 8791.42916 0.0371953176268328
"1" 77 51 6 439 10656.98975 0.041193621303802
"1" 77 51 7 1900 45249.3033 0.0419895967768414
"1" 77 51 90 94 2448.16634 0.0383960838216573
"1" 77 51 91 219 4921.12869 0.0445019859864709
"1" 77 51 99 240 5805.72627 0.0413384973453115
"1" 77 56 0 1095 30985.08266 0.0353395862136454
"1" 77 56 1 177 5562.56739 0.0318198392199613
"1" 77 56 2 192 5245.66998 0.0366016163296647
"1" 77 56 3 436 10841.06912 0.0402174356766761
"1" 77 56 4 385 9881.70016 0.0389609069053154
"1" 77 56 6 437 9951.28601 0.0439139222368708
"1" 77 56 7 1812 39528.34035 0.0458405281870125
"1" 77 56 90 95 2076.89799 0.0457412932447395
"1" 77 56 91 224 4798.25466 0.0466836414222333
"1" 77 56 99 258 5066.41884 0.0509235434629009
"1" 77 61 0 1023 27293.11429 0.0374819813206447
"1" 77 61 1 206 5303.64408 0.0388412187719806
"1" 77 61 2 268 5332.22242 0.0502604690672299
"1" 77 61 3 419 9921.40653 0.0422319152766337
"1" 77 61 4 465 11018.65579 0.042201154919642
"1" 77 61 6 477 9538.13003 0.0500098026027854
"1" 77 61 7 1735 36347.06027 0.0477342593076785
"1" 77 61 90 93 1958.38673 0.0474880668743093
"1" 77 61 91 258 4903.0877 0.0526199031683647
"1" 77 61 99 371 6440.39154 0.0576051933637563
"1" 78 51 0 1329 38353.85979 0.0346510105443549
"1" 78 51 1 235 6594.60713 0.0356351781641312
"1" 78 51 2 208 5053.26762 0.0411614851302888
"1" 78 51 3 431 12600.31688 0.0342054889654489
"1" 78 51 4 335 8457.65091 0.0396091070162176
"1" 78 51 6 460 10216.78643 0.0450239420341881
"1" 78 51 7 2020 43274.14917 0.0466791384404705
"1" 78 51 90 89 2360.53248 0.0377033575068622
"1" 78 51 91 212 4703.46887 0.0450731164294918
"1" 78 51 99 307 5531.81997 0.0554971061359396
"1" 78 56 0 1163 29859.40049 0.0389492079852538
"1" 78 56 1 219 5369.95694 0.040782449924077
"1" 78 56 2 259 5017.82263 0.0516160133782967
"1" 78 56 3 416 10421.57286 0.0399171992163187
"1" 78 56 4 413 9487.46753 0.0435311107726131
"1" 78 56 6 491 9503.32163 0.051666145703205
"1" 78 56 7 1938 37628.07591 0.051504095097378
"1" 78 56 90 74 1990.22932 0.0371816449774743
"1" 78 56 91 220 4574.90352 0.048088445808361
"1" 78 56 99 276 4799.02524 0.0575116791842503
"1" 78 61 0 1097 26226.50519 0.0418279138624341
"1" 78 61 1 191 5101.2272 0.0374419708261573
"1" 78 61 2 228 5084.77269 0.0448397625420695
"1" 78 61 3 451 9495.31626 0.0474971014814835
"1" 78 61 4 511 10535.02534 0.048504866719191
"1" 78 61 6 462 9068.55774 0.0509452564835299
"1" 78 61 7 1868 34536.36553 0.0540879149074723
"1" 78 61 90 93 1866.24848 0.049832592495936
"1" 78 61 91 258 4639.59406 0.0556083132842014
"1" 78 61 99 373 6062.3518 0.0615272772523693
"1" 79 51 0 1462 36964.41806 0.0395515492121885
"1" 79 51 1 199 6381.88021 0.0311820331080768
"1" 79 51 2 204 4844.55852 0.0421091001703908
"1" 79 51 3 443 12160.46327 0.0364295331653101
"1" 79 51 4 370 8116.56813 0.0455857690188575
"1" 79 51 6 445 9766.21564 0.045565244144046
"1" 79 51 7 2098 41223.47141 0.0508933364474266
"1" 79 51 90 92 2268.96641 0.0405470965081409
"1" 79 51 91 234 4488.59965 0.052132071970375
"1" 79 51 99 292 5242.48807 0.0556987438218434
"1" 79 56 0 1178 28684.22306 0.0410678719634807
"1" 79 56 1 194 5161.02198 0.037589454327416
"1" 79 56 2 234 4764.20327 0.0491162922189926
"1" 79 56 3 486 9956.08613 0.0488143627580289
"1" 79 56 4 411 9067.39761 0.0453272281284685
"1" 79 56 6 498 9001.26429 0.0553255613828888
"1" 79 56 7 1913 35705.52986 0.0535771351804832
"1" 79 56 90 72 1919.79541 0.037503996324275
"1" 79 56 91 242 4350.87885 0.0556209465588774
"1" 79 56 99 275 4519.40043 0.0608487794474985
"1" 79 61 0 1154 25108.66111 0.045960236387929
"1" 79 61 1 235 4888.28952 0.0480740756124445
"1" 79 61 2 235 4852.26903 0.0484309502517423
"1" 79 61 3 440 9048.38537 0.0486274602603492
"1" 79 61 4 528 10010.17514 0.0527463298709077
"1" 79 61 6 473 8598.70703 0.0550082702375778
"1" 79 61 7 1955 32648.79 0.0598797076400075
"1" 79 61 90 104 1767.04927 0.0588551783844714
"1" 79 61 91 275 4379.46546 0.0627930514606684
"1" 79 61 99 353 5717.88508 0.0617361131014546
"1" 80 51 0 1552 35467.96796 0.0437577929964951
"1" 80 51 1 236 6159.59752 0.0383141916714065
"1" 80 51 2 216 4635.89045 0.0465929905655989
"1" 80 51 3 528 11682.68991 0.0451950710039859
"1" 80 51 4 389 7742.74812 0.0502405598078528
"1" 80 51 6 509 9282.78935 0.0548326565225785
"1" 80 51 7 2274 39058.44213 0.0582204480258414
"1" 80 51 90 104 2169.15533 0.0479449297897906
"1" 80 51 91 245 4252.45248 0.0576138125357723
"1" 80 51 99 290 4937.5586 0.0587334801454306
"1" 80 56 0 1291 27437.51743 0.0470523619089688
"1" 80 56 1 236 4945.51886 0.0477199676476413
"1" 80 56 2 250 4534.72754 0.0551301038033257
"1" 80 56 3 517 9458.69883 0.0546586807860125
"1" 80 56 4 480 8617.06031 0.0557034513780721
"1" 80 56 6 510 8494.47167 0.0600390489029673
"1" 80 56 7 2049 33727.43411 0.0607517308704039
"1" 80 56 90 98 1831.83773 0.0534981884012183
"1" 80 56 91 265 4078.73708 0.0649710914928598
"1" 80 56 99 284 4241.85417 0.0669518537455992
"1" 80 61 0 1260 23915.98907 0.0526844194614779
"1" 80 61 1 234 4655.55516 0.0502625341034516
"1" 80 61 2 310 4585.18833 0.0676090004791581
"1" 80 61 3 493 8578.10681 0.0574718887185318
"1" 80 61 4 558 9458.63927 0.058993686519985
"1" 80 61 6 535 8089.77884 0.066132833861253
"1" 80 61 7 2070 30606.12268 0.0676335261948313
"1" 80 61 90 103 1659.4497 0.0620687689418968
"1" 80 61 91 283 4091.52427 0.0691673765875034
"1" 80 61 99 414 5326.08008 0.0777307126031796
"1" 81 51 0 1540 33883.86651 0.0454493586068611
"1" 81 51 1 249 5908.7433 0.0421409405279123
"1" 81 51 2 219 4416.49426 0.0495868413061178
"1" 81 51 3 521 11144.55589 0.0467492832502633
"1" 81 51 4 357 7345.91436 0.0485984429581616
"1" 81 51 6 531 8762.36334 0.0606000891992228
"1" 81 51 7 2150 36800.81604 0.0584226175219347
"1" 81 51 90 90 2073.53873 0.0434040602656117
"1" 81 51 91 253 3977.7872 0.063603201297445
"1" 81 51 99 300 4646.66465 0.0645624383502692
"1" 81 56 0 1368 26105.72014 0.0524023084850246
"1" 81 56 1 251 4696.47714 0.0534443142205947
"1" 81 56 2 247 4286.74545 0.0576194698008019
"1" 81 56 3 539 8936.67149 0.0603132833743674
"1" 81 56 4 484 8146.20197 0.0594141910282148
"1" 81 56 6 552 7964.22113 0.069309979091452
"1" 81 56 7 2122 31624.38412 0.0671001209683005
"1" 81 56 90 91 1737.16705 0.0523841388771448
"1" 81 56 91 246 3833.8365 0.0641654906253827
"1" 81 56 99 284 3968.16772 0.0715695555327989
"1" 81 61 0 1289 22636.75713 0.0569427852495584
"1" 81 61 1 252 4418.51197 0.0570327752218356
"1" 81 61 2 277 4284.07529 0.0646580606663428
"1" 81 61 3 475 8098.68301 0.0586515115375531
"1" 81 61 4 599 8887.58793 0.0673973641349954
"1" 81 61 6 557 7535.27517 0.0739189992978053
"1" 81 61 7 2131 28480.2404 0.0748238066136549
"1" 81 61 90 111 1554.84051 0.0713899588324979
"1" 81 61 91 271 3813.65297 0.0710604772200864
"1" 81 61 99 419 4918.73855 0.0851844422590829
"1" 82 51 0 1260 24852.19634 0.0506997443108081
"1" 82 51 1 201 4389.54215 0.0457906526766123
"1" 82 51 2 214 3316.38266 0.0645281386195645
"1" 82 51 3 430 8247.17249 0.0521390816696742
"1" 82 51 4 332 5489.97401 0.0604738746295085
"1" 82 51 6 429 6367.53397 0.067373021018999
"1" 82 51 7 1735 26872.97419 0.0645630062282287
"1" 82 51 90 74 1514.94933 0.0488465181868492
"1" 82 51 91 176 2925.59755 0.0601586503242731
"1" 82 51 99 212 3400.10671 0.0623509842724907
"1" 82 56 0 1452 24709.16728 0.0587636152827891
"1" 82 56 1 260 4434.80904 0.0586271015628668
"1" 82 56 2 314 4005.89459 0.0783844888939027
"1" 82 56 3 536 8399.82478 0.0638108548735704
"1" 82 56 4 524 7642.31697 0.0685655936618394
"1" 82 56 6 557 7412.75302 0.0751407740817999
"1" 82 56 7 2216 29471.27112 0.0751918704482401
"1" 82 56 90 116 1631.26906 0.0711102802378904
"1" 82 56 91 290 3567.16694 0.0812970082078637
"1" 82 56 99 300 3662.68376 0.0819071532400056
"1" 82 61 0 1409 21284.52009 0.0661983448084405
"1" 82 61 1 276 4150.12593 0.0665040060603655
"1" 82 61 2 288 4006.80291 0.0718777555245411
"1" 82 61 3 532 7593.98697 0.0700554270242578
"1" 82 61 4 630 8272.04043 0.0761601693477216
"1" 82 61 6 536 7002.85155 0.0765402488076447
"1" 82 61 7 2154 26347.79195 0.0817525811683814
"1" 82 61 90 105 1450.54761 0.0723864554849048
"1" 82 61 91 289 3535.73098 0.0817369878066911
"1" 82 61 99 404 4510.56544 0.0895674844704171
"1" 83 51 0 898 16898.51217 0.0531407730435714
"1" 83 51 1 172 3071.23415 0.0560035450244
"1" 83 51 2 127 2301.27931 0.0551866952647308
"1" 83 51 3 345 5635.12466 0.0612231353902293
"1" 83 51 4 257 3845.24915 0.0668357211651682
"1" 83 51 6 283 4381.30666 0.0645926026095603
"1" 83 51 7 1244 18267.90098 0.0680975882977443
"1" 83 51 90 63 1052.26424 0.0598708932653646
"1" 83 51 91 141 1960.1287 0.0719340520854574
"1" 83 51 99 159 2294.69473 0.0692902624132492
"1" 83 56 0 1557 23230.49484 0.0670239704631277
"1" 83 56 1 239 4196.57221 0.0569512421186242
"1" 83 56 2 282 3694.49961 0.0763296873104826
"1" 83 56 3 556 7856.87608 0.0707660391151288
"1" 83 56 4 528 7103.52159 0.0743293299401375
"1" 83 56 6 568 6847.80157 0.0829463287149543
"1" 83 56 7 2376 27183.827 0.0874049117513881
"1" 83 56 90 105 1523.55648 0.0689176944723441
"1" 83 56 91 270 3289.69956 0.0820743642620057
"1" 83 56 99 306 3349.20534 0.0913649564406821
"1" 83 61 0 1454 19855.33062 0.0732297047995467
"1" 83 61 1 278 3872.13825 0.0717949572177595
"1" 83 61 2 303 3703.75019 0.0818089731910348
"1" 83 61 3 573 7053.81457 0.0812326428932481
"1" 83 61 4 632 7650.84943 0.0826052068835447
"1" 83 61 6 563 6442.69545 0.0873857850909281
"1" 83 61 7 2214 24161.51137 0.0916333405678007
"1" 83 61 90 119 1327.19509 0.0896627789664291
"1" 83 61 91 295 3239.73243 0.0910569024985807
"1" 83 61 99 389 4102.95954 0.0948096115030177
"1" 84 51 0 589 10295.35937 0.0572102418995016
"1" 84 51 1 103 1841.924 0.0559197882214467
"1" 84 51 2 96 1392.03013 0.068964024507142
"1" 84 51 3 197 3367.27375 0.0585043018851675
"1" 84 51 4 163 2400.30455 0.0679080494181457
"1" 84 51 6 194 2615.42096 0.0741754398114176
"1" 84 51 7 774 11051.36139 0.070036620167029
"1" 84 51 90 46 623.50238 0.0737767833380203
"1" 84 51 91 100 1195.34359 0.0836579547810182
"1" 84 51 99 98 1370.03011 0.0715312745936657
"1" 84 56 0 1611 21638.1389 0.0744518744169814
"1" 84 56 1 284 3938.22388 0.072113726556348
"1" 84 56 2 309 3399.80347 0.0908876065121494
"1" 84 56 3 608 7273.20198 0.0835945435960518
"1" 84 56 4 607 6548.4421 0.0926938026985075
"1" 84 56 6 619 6251.81318 0.0990112759575455
"1" 84 56 7 2317 24827.29202 0.0933247169338285
"1" 84 56 90 119 1410.03151 0.0843952770956161
"1" 84 56 91 301 3005.25384 0.100157928755862
"1" 84 56 99 300 3049.03967 0.0983916355538923
"1" 84 61 0 1485 18376.30061 0.0808106066349336
"1" 84 61 1 267 3602.629 0.0741125439227853
"1" 84 61 2 293 3409.94869 0.0859250465730615
"1" 84 61 3 563 6471.88692 0.0869916311825794
"1" 84 61 4 705 6976.64201 0.101051479922502
"1" 84 61 6 574 5868.49893 0.0978103611923126
"1" 84 61 7 2261 21958.07873 0.102968935843687
"1" 84 61 90 120 1210.69746 0.0991164217029083
"1" 84 61 91 304 2945.38402 0.103212347841827
"1" 84 61 99 384 3717.83635 0.103285880240533
"1" 85 51 0 239 4599.58248 0.0519612380121945
"1" 85 51 1 44 806.14031 0.0545810691441543
"1" 85 51 2 28 607.87544 0.0460620682421385
"1" 85 51 3 82 1491.43944 0.054980442249804
"1" 85 51 4 57 1153.14168 0.0494301792993902
"1" 85 51 6 62 1186.89734 0.0522370367769128
"1" 85 51 7 310 4894.99935 0.0633299369079589
"1" 85 51 90 13 259.43394 0.0501090952093624
"1" 85 51 91 33 519.5763 0.0635132895784507
"1" 85 51 99 31 600.90282 0.0515890406372198
"1" 85 56 0 1723 19969.49674 0.0862815934939781
"1" 85 56 1 307 3634.44697 0.0844695224704297
"1" 85 56 2 288 3114.62633 0.0924669509231305
"1" 85 56 3 613 6653.44958 0.0921326588004294
"1" 85 56 4 598 5946.36406 0.100565655578108
"1" 85 56 6 608 5634.84395 0.107900059947534
"1" 85 56 7 2486 22418.1778 0.110892152884968
"1" 85 56 90 109 1300.09174 0.0838402373050997
"1" 85 56 91 308 2702.28887 0.113977452010895
"1" 85 56 99 313 2750.10608 0.113813791502908
"1" 85 61 0 1672 16803.80495 0.0995012739659299
"1" 85 61 1 296 3316.97802 0.0892378539186099
"1" 85 61 2 337 3101.87615 0.108643925064513
"1" 85 61 3 575 5902.26766 0.0974201837535778
"1" 85 61 4 715 6259.58106 0.114224896705787
"1" 85 61 6 584 5297.36683 0.110243450895773
"1" 85 61 7 2177 19724.69467 0.110369262309093
"1" 85 61 90 118 1095.90486 0.107673580350761
"1" 85 61 91 297 2645.53054 0.112264816266305
"1" 85 61 99 378 3334.53176 0.113359244177659
"1" 86 56 0 1664 18231.37719 0.0912712178931119
"1" 86 56 1 325 3323.46269 0.0977895738014137
"1" 86 56 2 269 2821.09649 0.0953529951752909
"1" 86 56 3 566 6058.90823 0.0934161697973102
"1" 86 56 4 535 5363.20529 0.0997537798893393
"1" 86 56 6 613 5015.35121 0.122224740468375
"1" 86 56 7 2167 20070.54288 0.107969177164579
"1" 86 56 90 118 1182.80971 0.0997624546048071
"1" 86 56 91 244 2418.35733 0.100894932677298
"1" 86 56 99 295 2441.1479 0.120844787814782
"1" 86 61 0 1572 15173.23405 0.103603489857194
"1" 86 61 1 317 3009.93968 0.105317725171157
"1" 86 61 2 319 2765.19162 0.11536271037882
"1" 86 61 3 605 5314.8233 0.113832570877756
"1" 86 61 4 682 5564.61383 0.122560166946931
"1" 86 61 6 594 4701.6612 0.126338324845695
"1" 86 61 7 2186 17523.50856 0.124746707687858
"1" 86 61 90 127 974.43532 0.130331893141969
"1" 86 61 91 291 2348.09861 0.12393005930871
"1" 86 61 99 399 2950.01775 0.135253423475164
"1" 87 56 0 1345 12997.40851 0.103482167153951
"1" 87 56 1 241 2392.46675 0.100732852400143
"1" 87 56 2 224 2025.43193 0.110593694452126
"1" 87 56 3 444 4341.1403 0.102277274936265
"1" 87 56 4 486 3838.38957 0.126615600406605
"1" 87 56 6 406 3538.05617 0.11475227653042
"1" 87 56 7 1733 14005.85021 0.123734009290108
"1" 87 56 90 109 819.6393 0.132985326594271
"1" 87 56 91 215 1714.8823 0.125373035805431
"1" 87 56 99 215 1705.48048 0.126064181045332
"1" 87 61 0 1588 13609.38732 0.116684165323616
"1" 87 61 1 296 2700.01086 0.109629188676671
"1" 87 61 2 324 2437.81996 0.13290563098023
"1" 87 61 3 578 4716.31414 0.12255332932509
"1" 87 61 4 665 4888.6879 0.136028319582438
"1" 87 61 6 584 4105.61459 0.142244233402337
"1" 87 61 7 2196 15347.15804 0.143088381202335
"1" 87 61 90 122 847.63036 0.143930663361326
"1" 87 61 91 313 2046.77199 0.152923726496765
"1" 87 61 99 381 2561.59742 0.148735315325232
"1" 88 56 0 956 8539.10258 0.111955558683545
"1" 88 56 1 181 1609.56464 0.112452768594618
"1" 88 56 2 164 1331.50375 0.12316901097725
"1" 88 56 3 335 2849.95892 0.117545553954862
"1" 88 56 4 293 2557.08209 0.114583728518469
"1" 88 56 6 310 2306.41476 0.134407741996934
"1" 88 56 7 1213 9080.60098 0.133581466983477
"1" 88 56 90 57 526.31281 0.108300613089771
"1" 88 56 91 140 1103.70494 0.126845495499911
"1" 88 56 99 149 1100.10471 0.135441652640502
"1" 88 61 0 1580 12004.90014 0.131612923187548
"1" 88 61 1 292 2409.82067 0.121170842144034
"1" 88 61 2 306 2124.55369 0.144030250419325
"1" 88 61 3 534 4165.55996 0.128194049570229
"1" 88 61 4 615 4240.65227 0.145024859583689
"1" 88 61 6 529 3560.70497 0.148566085777109
"1" 88 61 7 2103 13172.77411 0.159647465479843
"1" 88 61 90 110 731.43605 0.150389087330328
"1" 88 61 91 311 1741.44428 0.178587396433953
"1" 88 61 99 379 2166.91996 0.174902629998387
"1" 89 56 0 577 4877.16763 0.118306370371773
"1" 89 56 1 117 892.1437 0.131144792032943
"1" 89 56 2 100 753.91995 0.132640076708409
"1" 89 56 3 183 1664.66673 0.109931914119531
"1" 89 56 4 192 1512.03215 0.126981426949156
"1" 89 56 6 173 1341.23817 0.128985294237488
"1" 89 56 7 712 5077.66184 0.140222019983907
"1" 89 56 90 33 303.93909 0.10857438574288
"1" 89 56 91 87 655.63518 0.132695747046399
"1" 89 56 99 78 605.14098 0.128895583967888
"1" 89 61 0 1579 10421.10413 0.151519453246266
"1" 89 61 1 297 2112.89943 0.140565138019844
"1" 89 61 2 302 1825.75289 0.165411212905159
"1" 89 61 3 581 3601.83782 0.161306541003559
"1" 89 61 4 678 3589.26828 0.188896439917275
"1" 89 61 6 547 3022.37639 0.180983414841988
"1" 89 61 7 1993 11136.47127 0.178961535631924
"1" 89 61 90 100 625.91644 0.159765734863906
"1" 89 61 91 269 1453.17445 0.185111980189302
"1" 89 61 99 356 1810.28749 0.196653847505735
"1" 90 56 0 233 2020.95213 0.115292191507772
"1" 90 56 1 47 363.74266 0.129212229327184
"1" 90 56 2 33 327.19025 0.100858751139436
"1" 90 56 3 67 687.2936 0.097483811867301
"1" 90 56 4 63 641.67009 0.0981812943782373
"1" 90 56 6 63 609.23339 0.10340864606912
"1" 90 56 7 250 2087.71603 0.119748086620765
"1" 90 56 90 10 103.71868 0.0964146477760805
"1" 90 56 91 37 277.6037 0.133283526120149
"1" 90 56 99 34 249.45927 0.136294794737433
"1" 90 61 0 1597 8842.22657 0.180610617400183
"1" 90 61 1 306 1808.44142 0.169206476148948
"1" 90 61 2 280 1539.88984 0.18183118865178
"1" 90 61 3 553 3033.10272 0.182321553554243
"1" 90 61 4 582 2962.07864 0.196483642311401
"1" 90 61 6 511 2508.30796 0.203722991015824
"1" 90 61 7 1978 9175.29359 0.215578932771785
"1" 90 61 90 97 528.44146 0.18355864810456
"1" 90 61 91 224 1207.29717 0.185538412220415
"1" 90 61 99 299 1481.89253 0.201769017622351
"1" 91 61 0 1263 7398.4827 0.170710678285427
"1" 91 61 1 298 1498.06493 0.19892328698997
"1" 91 61 2 265 1261.62282 0.210046929874017
"1" 91 61 3 454 2527.41749 0.1796299985247
"1" 91 61 4 509 2409.90344 0.211211781995713
"1" 91 61 6 451 2005.21828 0.224913170051492
"1" 91 61 7 1539 7369.62636 0.208830125819296
"1" 91 61 90 93 427.71729 0.217433342477224
"1" 91 61 91 214 971.13279 0.220361213423758
"1" 91 61 99 249 1201.66668 0.207212202971293
"1" 92 61 0 886 4721.48596 0.187652787174655
"1" 92 61 1 183 971.99927 0.188271746335777
"1" 92 61 2 170 772.76931 0.219988032392228
"1" 92 61 3 329 1612.85075 0.203986636705225
"1" 92 61 4 349 1520.28059 0.229562886151168
"1" 92 61 6 281 1232.76869 0.227942194086711
"1" 92 61 7 1025 4563.28755 0.22461876197129
"1" 92 61 90 73 267.2984 0.273103018948112
"1" 92 61 91 130 611.41817 0.212620439461261
"1" 92 61 99 171 814.84664 0.209855439791713
"1" 93 61 0 575 2805.37643 0.204963581304488
"1" 93 61 1 121 570.85014 0.211964562187897
"1" 93 61 2 92 443.83163 0.207285812414947
"1" 93 61 3 222 908.15206 0.244452454361002
"1" 93 61 4 197 852.09311 0.231195391311168
"1" 93 61 6 159 672.02117 0.236599689262765
"1" 93 61 7 590 2602.39361 0.226714359323992
"1" 93 61 90 33 133.77824 0.246676888558259
"1" 93 61 91 89 349.76932 0.254453420900381
"1" 93 61 99 125 504.72212 0.24766102979596
"1" 94 61 0 299 1460.08476 0.204782631934327
"1" 94 61 1 65 287.01643 0.226467871543103
"1" 94 61 2 47 218.48389 0.215118835535197
"1" 94 61 3 113 453.82068 0.248997026755149
"1" 94 61 4 104 438.91856 0.236946006566685
"1" 94 61 6 69 310.49691 0.22222443373108
"1" 94 61 7 316 1274.99799 0.247843527972934
